Name,Ingredients,Station,Location,Meal Type,Item ID
Chocolate Cupcake,"Ingredients: Devil's Food Cake Mix (sugar, enriched flour bleached [wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid, malted barley flour], palm and soybean oil, cocoa processed with alkali, dextrose, eggs with sodium silicoaluminate. contains 2% or less of: artificial flavor, leavening [baking soda, guar gum, monoglycerides, monocalcium phosphate], nonfat milk, polysorbate 60, modified corn starch, egg white, propylene glycol mono and diesters, salt, sodium aluminum sulfate, mono and diglycerides, xanthan gum, soy lecithin, whey, natural flavor), Water, Gluten-Free Chocolate Frosting (sugar, high fructose corn syrup, palm oil, water, corn starch, cocoa processed with alkali. contains 2% or less of: salt, monoglycerides, polysorbate 60, sodium stearoyl lactylate, citric acid, sodium acid pyrophosphate, artificial flavor. freshness preserved by potassium sorbate [MAY CONTAIN MILK])",Bakery,Warren,lunch,96
Fruity Fruit Loop® Bar,"Ingredients: Mini White Marshmallow (corn syrup, sugar, modified cornstarch, dextrose, water, contains less than 2% of gelatin, tetrasodium pyrophosphate [whipping aid], natural and artificial flavor, blue 1), Froot Loops Cereal (corn flour blend [whole grain yellow corn flour, degerminated yellow corn flour], sugar, wheat flour, whole grain oat flour, modified food starch, corn syrup, contains 2% or less of vegetable oil [hydrogenated coconut, soybean and/or cottonseed], oat fiber, maltodextrin, salt, soluble corn fiber, calcium carbonate, natural flavor, red 40, yellow 5, blue 1, yellow 6, bht for freshness. vitamins and minerals: vitamin c [ascorbic acid], reduced iron or ferric orthophosphate, niacinamide, zinc oxide [source of zinc], vitamin b6 [pyridoxine hydrochloride], vitamin b2 [riboflavin], vitamin b1 [thiamin hydrochloride or mononitrate], calcium pantothenate [vitamin b5], folic acid, vitamin d3, vitamin b12), Smart Balance Margarine (oil blend [palm, soybean, canola, and olive oil], water, contains less than 2% of salt, enzyme-modified soybean lecithin, natural & artificial flavor, potassium sorbate and calcium disodium edta [to preserve freshness], lactic acid, vitamin a palmitate, beta-carotene color)",Bakery,Warren,lunch,97
Vegan Brownie,"Ingredients: Granulated Sugar, All Purpose Flour (bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Water, Cocoa Powder (cocoa), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Baking Powder (sodium bicarbonate, cornstarch, sodium aluminum sulfate, monocalcium phosphate, silicon dioxide), Imitation Vanilla Extract  (water, vanillin, caramel color, ethyl vanillin and 0.1% potassium sorbate [added as a preservative]), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps])",Bakery,Warren,lunch,98
Assorted Cookies ,"Ingredients: Granulated Sugar, Ground Cinnamon, Chocolate Chip Cookies (enriched bleached flour [bleached wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], sugar, palm oil, margarine [palm oil, water, soybean oil, contains 2% or less of: salt, mono- and diglycerides, natural flavor [contains milk], citric acid, vitamin a palmitate added, beta carotene [color]], semi-sweet chocolate chips [sugar, unsweetened chocolate, cocoa butter, dextrose, soy lecithin, natural flavor, milk], chocolate flavored chips [sugar, fractionated interesterified vegetable fat [palm kernel and/or palm oils], cocoa powder [processed with alkali], dextrose, soy lecithin, polysorbate 60, sorbitan monostearate, natural flavor, salt, vanilla extract, milk], water, eggs, dextrose, contains 2% or less of:  butter [cream [milk], salt], molasses, water, pregelatinized wheat starch, baking soda, salt, natural and artificial flavors [MAY CONTAIN PEANUTS AND TREENUTS]), Oatmeal Raisin Cookies ((sugar, enriched bleached flour [bleached wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], margarine [palm oil, water, soybean oil, contains 2% or less of: salt, mono- and diglycerides, natural flavor [contains milk], citric acid, vitamin a palmitate added, beta carotene [color]], rolled oats, raisins [raisins, sunflower oil], coconut, eggs, invert sugar, contains 2% or less of: water, molasses, dextrose, butter [cream [milk], salt], pregelatinized wheat starch, baking soda, salt, cinnamon, milk protein concentrate, lactose [milk], soy lecithin, artificial flavor, nonfat milk, defatted soy flour [MAY CONTAIN PEANUTS]) ), Sugar Cookies (enriched bleached flour [bleached wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], sugar, margarine [palm oil, water, soybean oil, contains 2% or less of: salt, mono- and diglycerides, natural flavor[contains milk], citric acid, vitamin a palmitate added, beta carotene [color]], eggs, butter [cream [milk], salt], contains 2% or less of: invert sugar, salt, baking soda, soy lecithin, defatted soy flour. [MAY CONTAIN PEANUTS AND TREENUTS]), Carnival Cookies (enriched bleached flour [bleached wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], sugar, margarine [palm oil, water, soybean oil, contains 2% or less of: salt, monoanddiglycerides, natural flavors [contains milk], citric acid, vitamin a palmitate added, beta carotene [color]], semi-sweet chocolate chips [sugar, unsweetened chocolate, cocoa butter, dextrose, soy lecithin, vanilla extract], colored chocolate candies [semisweet and dark chocolate [sugar, unsweetened chocolate, cocoa butter, dextrose, soy lecithin, natural flavor, milk], sugar, artificial color [titanium dioxide, red 40 lake, yellow 6 lake, yellow 6, yellow 5 lake, yellow 5, blue 1 lake, blue 1, red 3, blue 2 lake], gum acacia, corn syrup, cornstarch, confectioner's glaze [carnauba wax, beeswax, shellac]], eggs, dextrose, contains 2% or less of water, molasses, baking soda, salt, wheat starch, natural and artificial flavor [MAY CONTAIN PEANUTS AND TREENUTS])",Bakery,Warren,dinner,172
Vegan Raspberry Banana Cake,"Ingredients: Fresh Banana, Frozen Raspberries, Granulated Sugar, All Purpose Flour (bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Confectioner Sugar (sugar, corn starch), Original Soy Milk (organic soymilk [filtered water, organic soybeans], organic cane sugar, contains 2% or less of: vitamin & mineral blend [calcium carbonate, vitamin a palmitate, vitamin d2, riboflavin [b2], vitamin b12], sea salt, natural flavors, gellan gum. [PRODUCED IN A FACILITY THAT ALSO PROCESSES TREE NUTS]), Baking Powder (sodium bicarbonate, cornstarch, sodium aluminum sulfate, monocalcium phosphate, silicon dioxide), Imitation Vanilla Extract  (water, vanillin, caramel color, ethyl vanillin and 0.1% potassium sorbate [added as a preservative]), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps])",Bakery,Warren,dinner,173
Double Chocolate Brownie,"Ingredients: Brownie Mix (sugar, enriched bleached flour [wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], palm and soybean oil, cocoa [processed with alkali], less than 2% of: artificial flavor, baking soda, egg whites, salt, wheat protein isolate [MAY CONTAIN MILK]), Water, Baking Semi-Sweet Chocolate Chips (sugar, chocolate liquor, cocoa butter, milkfat, soy lecithin, natural flavor)",Bakery,Warren,dinner,174
Chocolate Cupcake,"Ingredients: Devil's Food Cake Mix (sugar, enriched flour bleached [wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid, malted barley flour], palm and soybean oil, cocoa processed with alkali, dextrose, eggs with sodium silicoaluminate. contains 2% or less of: artificial flavor, leavening [baking soda, guar gum, monoglycerides, monocalcium phosphate], nonfat milk, polysorbate 60, modified corn starch, egg white, propylene glycol mono and diesters, salt, sodium aluminum sulfate, mono and diglycerides, xanthan gum, soy lecithin, whey, natural flavor), Water, Gluten-Free Chocolate Frosting (sugar, high fructose corn syrup, palm oil, water, corn starch, cocoa processed with alkali. contains 2% or less of: salt, monoglycerides, polysorbate 60, sodium stearoyl lactylate, citric acid, sodium acid pyrophosphate, artificial flavor. freshness preserved by potassium sorbate [MAY CONTAIN MILK])",Bakery,Warren,dinner,175
Vegan Vanilla Cupcakes,"Ingredients: Confectioner Sugar (sugar, corn starch), Original Soy Milk (organic soymilk [filtered water, organic soybeans], organic cane sugar, contains 2% or less of: vitamin & mineral blend [calcium carbonate, vitamin a palmitate, vitamin d2, riboflavin [b2], vitamin b12], sea salt, natural flavors, gellan gum. [PRODUCED IN A FACILITY THAT ALSO PROCESSES TREE NUTS]), All Purpose Flour (bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Smart Balance Margarine (oil blend [palm, soybean, canola, and olive oil], water, contains less than 2% of salt, enzyme-modified soybean lecithin, natural & artificial flavor, potassium sorbate and calcium disodium edta [to preserve freshness], lactic acid, vitamin a palmitate, beta-carotene color), Granulated Sugar, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Baking Powder (sodium bicarbonate, cornstarch, sodium aluminum sulfate, monocalcium phosphate, silicon dioxide), Imitation Vanilla Extract  (water, vanillin, caramel color, ethyl vanillin and 0.1% potassium sorbate [added as a preservative]), Apple Cider Vinegar (apple cider vinegar,  distilled vinegar from grain, natural flavor with caramel color, diluted with water to a uniform pickling and table strength of 5% [50 grains] acidity), Granulated Iodized Salt (salt, sodium silicoaluminate, dextrose, potassium iodine and sodium bicarbonate)",Bakery,Warren,dinner,176
Create Your Own Sandwich Station,Ingredients: Water,Deli,Warren,lunch,104
Sargent Choice Baja Beef Wrap,"Ingredients: Fresh Lettuce, Deli Roast Beef (beef, water, salt, sugar, potassium phosphate, potassium lactate, dextrose, sodium diacetate, flavoring, caramel coloring, garlic powder, onion powder, spices; after cooking, contains up to 12% of solution: water, salt, sodium phosphates, sugar, flavoring), Fresh Tomatoes, Sour Cream (cultured milk and cream, modified corn starch, guar gum, sodium citrate, carrageenan, locust bean gum, enzymes), Sliced Banana Peppers (banana peppers, water, salt, acetic acid, citric acid, calcium chloride, preservatives [sodium benzoate, sodium bisulfite], capsicum oleoresin, yellow 5), Red Hot Cayenne Pepper Sauce (aged cayenne red peppers, distilled vinegar, water, salt & garlic powder), Ground Black Pepper, Frozen Avocado Halves (hass avocado, water, citric acid, ascorbic acid [to maintain natural color]), Deli Flour Tortilla (whole wheat flour, water, enriched wheat flour [wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], malted barley flour], soy shortening [soybean oil, hydrogenated soybean oil], contains less than 2% of salt, sodium acid pyrophosphate, calcium propionate, mono & diglycerides, rice flour, sugar, sodium bicarbonate, fumaric acid, potassium sorbate, sodium carboxymethylcellulose, enzyme [wheat starch, microcrystalline cellulose], l-cysteine, sodium metabisulfate)",Deli,Warren,lunch,105
Chunky Chicken Salad,"Ingredients: Halal Chicken Breast (boneless skinless chicken breasts with rib meat), Mayonnaise (soybean oil, distilled vinegar, egg yolk, high fructose corn syrup, contains less than 2% of salt, water, mustard seed, calcium sodium edta [to protect flavor]), Fresh Celery, Dijon Mustard (distilled white vinegar, water, mustard seed, salt, white wine, fruit pectin, citric acid, tartaric acid, sugar, spices), Bottled Lemon Juice (filtered water, lemon juice concentrate, sodium bisulfite [preservative], sodium benzoate [preservative], lemon oil), Ground Black Pepper",Deli,Warren,lunch,106
Granola,"Ingredients: Gluten Free Whole-Grain Oats (gluten free oats), True Balance Gluten Free Chex Cereal (whole grain rice, whole grain corn, rice, corn meal, sugar, corn starch, salt, molasses, baking soda. vitamin e [mixed tocopherols] added to preserve freshness. vitamins and minerals: calcium carbonate, iron and zinc [mineral nutrients], vitamin c [sodium ascorbate], a b vitamin [niacinamide], vitamin b2 [riboflavin], vitamin b6 [pyridoxine hydrochloride], vitamin b1 [thiamin mononitrate], vitamin a [palmitate], a b vitamin [folic acid], vitamin b12, vitamin d3), Tiny Twist Pretzels ( (enriched flour [wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], salt, corn oil, corn syrup, ammonium bicarbonate, malt extract, and yeast.), Pure Maple Syrup (100% pure grade ""a"" dark robust taste maple syrup), Water, Mini M&Ms (milk chocolate [sugar, chocolate, skim milk, cocoa butter, lactose, milkfat, soy lecithin, salt, natural flavor], sugar, less than 2% of: colors (includes blue 1 lake, red 40, yellow 6, yellow 5, blue 1, red 40 lake, yellow 6 lake, yellow 5 lake, blue 2 lake, blue 2), corn syrup, dextrin, cornstarch, carnauba wax [MAY CONTAIN PEANUTS]), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Pure Clover Honey, Sweetened Dried Cranberries (cranberries, sugar, sunflower oil), Dark Seedless Raisins, Whole-Wheat Stone-Ground Flour, Imitation Vanilla Extract  (water, vanillin, caramel color, ethyl vanillin and 0.1% potassium sorbate [added as a preservative]), Ground Cinnamon",Deli,Warren,lunch,107
Hummus With Veggie Dippers,"Ingredients: Fresh Cucumber, Fresh Carrot, Fresh Celery, Low Sodium Garbanzo Beans (prepared chick peas, water, salt, calcium chloride [firming agent], disodium edta [promotes color retention]), Bottled Lemon Juice (filtered water, lemon juice concentrate, sodium bisulfite [preservative], sodium benzoate [preservative], lemon oil), 100% Pure Tahini (sesame seeds), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps])",Deli,Warren,lunch,108
Apple Slices With Sunbutter,"Ingredients: Sunbutter (roasted sunflower seeds, sugar, mono diglycerides, and salt), Fresh Apple",Deli,Warren,lunch,109
Create Your Own Sandwich Station,none,Deli,Warren,lunch,110
Create Your Own Salad Bar,none,Deli,Warren,lunch,111
Create Your Own Sandwich Station,Ingredients: Water,Deli,Warren,dinner,183
Sargent Choice Baja Beef Wrap,"Ingredients: Fresh Lettuce, Deli Roast Beef (beef, water, salt, sugar, potassium phosphate, potassium lactate, dextrose, sodium diacetate, flavoring, caramel coloring, garlic powder, onion powder, spices; after cooking, contains up to 12% of solution: water, salt, sodium phosphates, sugar, flavoring), Fresh Tomatoes, Sour Cream (cultured milk and cream, modified corn starch, guar gum, sodium citrate, carrageenan, locust bean gum, enzymes), Sliced Banana Peppers (banana peppers, water, salt, acetic acid, citric acid, calcium chloride, preservatives [sodium benzoate, sodium bisulfite], capsicum oleoresin, yellow 5), Red Hot Cayenne Pepper Sauce (aged cayenne red peppers, distilled vinegar, water, salt & garlic powder), Ground Black Pepper, Frozen Avocado Halves (hass avocado, water, citric acid, ascorbic acid [to maintain natural color]), Deli Flour Tortilla (whole wheat flour, water, enriched wheat flour [wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], malted barley flour], soy shortening [soybean oil, hydrogenated soybean oil], contains less than 2% of salt, sodium acid pyrophosphate, calcium propionate, mono & diglycerides, rice flour, sugar, sodium bicarbonate, fumaric acid, potassium sorbate, sodium carboxymethylcellulose, enzyme [wheat starch, microcrystalline cellulose], l-cysteine, sodium metabisulfate)",Deli,Warren,dinner,184
